品牌,商场名,地址,开店日期
永辉,漳州市 翠峰广场店,福建省漳州市云霄县将军大道(陈政路口)翠峰广场,2014-12-27
永辉,西安市 南关正街店,陕西省西安市碑林区南关正街(友谊路)中贸广场,2014-12-27
永辉,合川区 合川宝龙店,重庆市合川区城北大道(北环路)宝龙城市广场,2014-12-27
永辉,南川区 渝南大道店,重庆市南川区西城街道,2014-12-27
永辉,衡水市 安平店,河北省衡水市安平县育才路(为民街)瑞泰广场,2014-12-27
永辉,沈阳市 汪河路店,辽宁省沈阳市于洪新城汪河路115号碧桂园.银河城,2014-12-27
永辉,郑州市 北环路店,河南省郑州市北环路(文化路)瀚海北金负一楼,2014-12-24
永辉,沙坪坝区 龙湖仟百汇店,重庆市沙坪坝区大学城北路50号龙湖仟百汇,2014-12-20
永辉,大兴区 鸿坤理想城店,北京市大兴区西红门宏福路(欣旺大街)鸿坤理想城,2014-12-20
永辉,西安市 曲江池东路店,陕西省西安市曲江新区曲江池东路（曲江池北路）,2014-12-20
永辉,石家庄市 平山店,河北省石家庄市平山县冶河东路(平光大街),2014-12-20
永辉,朝阳区 龙湖长楹天街店,北京市朝阳区朝阳北路(管庄路口)龙湖长楹天街,2014-12-20
永辉,成都市 凯德天府店,四川省成都市天仁路388号凯德天府中心,2014-12-12
永辉,温州市 平阳万达店,浙江省温州市平阳县鳌江镇江滨中央商务区平阳万达广场,2014-12-06
永辉,福州市 福清万达店,福建省福清市清宏路镇万达广场,2014-12-05
永辉,绍兴市 金帝银泰城店,浙江省绍兴市解放南路银泰城负一层,2014-12-05
永辉,淮南市 朝阳中路店,安徽省淮南市田家庵区朝阳中路40号新世界生活休闲广场负一楼,2014-12-03
永辉,通州区 通州万达店,北京市通州区永顺镇北苑商务区万达广场,2014-11-29
永辉,江北区 国奥村店,重庆市江北区北滨路国奥村,2014-11-27
永辉,长春市 临河街店,吉林省长春市净月区南环城路（临河街）力旺塞歌维亚,2014-11-26
永辉,龙岩市 龙岩万达店,福建省龙岩市新罗区双龙路1号龙岩万达广场,2014-11-07
永辉,福州市 红星苑店,福建省福州市台江区鳌峰路10号（连江中路口）鳌峰广场,2014-11-06
永辉,石家庄市 怀特店,河北省石家庄市槐安路(富强大街)怀特商业广场,2014-11-01
永辉,盐城市 中南城店,江苏省盐城市解放南路中南城购物中心,2014-10-31
永辉,唐山市 遵化店,河北省遵化市文礼西街(华明北路口)开元国际,2014-10-30
永辉,南充市 嘉南路店,四川省南充市嘉陵区嘉南路三段1号金宇盛世天城,2014-10-28
永辉,南平市 邵武恒华店,福建省邵武市城南大道恒华财富天下,2014-10-28
永辉,成都市 汇龙湾店,四川省成都市金牛区沙湾路1号汇龙湾广场,2014-09-29
永辉,南岸区 茶园金科店,重庆市南岸区茶园新区金科世界城,2014-09-29
永辉,深圳市 深圳沙井店,广东省深圳市宝安区沙井街道西环路(新沙路),2014-09-27
永辉,成都市 时代天街店,四川省成都市高新区西部园区龙湖时代天街,2014-09-25
永辉,马鞍山市 马鞍山万达店,安徽省马鞍山市雨山区太白大道(钟山路口)万达广场,2014-09-19
永辉,东莞市 东城万达店,广东省东莞市东城区东纵路(东城中路口)万达广场,2014-09-12
永辉,石家庄市 东胜店,河北省石家庄市中山东路(谈固西街)东胜商业广场,2014-09-06
永辉,渝北区 泰山大道店,重庆市北部新区泰山大道东段62号动力时光购物中心,2014-09-05
永辉,沈阳市 重工街店,辽宁省沈阳市铁西区重工南街与南十西路口(工人新村),2014-08-22
永辉,常州市 武进万达店,江苏省常州市武进区花园街(聚湖路)武进万达广场,2014-08-08
永辉,合肥市 北城购物中心店,安徽省合肥市蒙城北路(双墩路)世纪金源北城购物中心二期,2014-07-31
永辉,成都市 海滨城购物中心店,四川省成都市蛟龙工业港双流园区海滨城购物中心,2014-06-30
永辉,漳州市 裕德源广场店,福建省漳州市南靖县杉行街(大众路)裕德源广场,2014-06-30
永辉,南岸区 崇文店,重庆市南岸区崇文小区,2014-06-30
永辉,江津区 江洲大道店,重庆市江津区元帅大道建宇爱上,2014-06-30
永辉,合肥市 贵池路店,安徽省合肥市蜀山区东至路(贵池路口),2014-06-28
永辉,泉州市 中骏世界城店,福建省泉州市丰泽区安吉路(通源街)交汇处,2014-05-31
永辉,松江区 松江万达店,上海市松江区广富林路658弄万达广场,2014-05-30
永辉,无锡市 清扬路店,江苏省无锡市南长区清扬路128号(清名路口)茂业百货,2014-05-15
永辉,酉阳县 碧津广场店,重庆市酉阳县钟多镇桃花源中路,2014-05-09
永辉,成都市 青羊广场店,四川省成都市光华大道(光华北三路口)青羊光华购物中心,2014-04-25
永辉,黄浦区 鲁班路店,上海市黄浦区鲁班路619号汇巧活广场,2014-01-01
永辉,张家口市 容辰广场店,河北省张家口市桥东区胜利北路容辰广场,2013-12-31
永辉,石家庄市 财富大厦店,河北省石家庄市长安区广安大街(谈北路口)财富大厦,2013-12-31
永辉,福州市 金源滨海新城店,福建省福州市罗源县罗源湾开发区松岐路1号,2013-12-28
永辉,宝山区 通河路店,上海市宝山区张庙街道通河路(呼玛路)红太阳商业广场,2013-12-28
永辉,漳州市 平宁路店,福建省龙海市紫葳路(平宁路)建发美一城广场,2013-12-28
永辉,南京市 江宁万达店,江苏省南京市江宁区上元大街(竹山路)万达广场,2013-12-21
永辉,西安市 唐延路店,陕西省西安市莲湖区唐延路168号,2013-12-20
永辉,宁德市 太康店,福建省宁德市霞浦县太康路九龙街商业广场负一层,2013-12-20
永辉,成都市 北城天街店,四川省成都市金牛区五块石路一号龙湖北城天街广场,2013-12-19
永辉,宁波市 杭州湾世纪金源店,浙江省慈溪市杭州湾新区滨海二路金源大道19号,2013-12-15
永辉,合肥市 黄山路大溪地店,安徽省合肥市蜀山区黄山路588号大溪地国际商业广场,2013-11-30
永辉,郑州市 凤凰城店,河南省郑州市金水区郑汴路(玉凤路口)凤凰城,2013-11-30
永辉,渝北区 红叶路店,重庆市渝北区红叶路润都7号,2013-11-30
永辉,忠县 冠和财富广场店,重庆市忠县滨江路6号冠和财富广场,2013-11-30
永辉,西安市 大明宫万达店,陕西省西安市未央区凤城一路大明宫商业街万达广场,2013-11-22
永辉,广州市 汇珑新天地店,广东省广州市番禺区清河东路203号(原德兴商贸城),2013-11-20
永辉,绍兴市 笛扬路店,浙江省绍兴市绍兴县柯桥街道笛扬路(兴越路)聚银国际商业中心,2013-11-15
永辉,福州市 大儒世家店,福建省福州市鼓楼区粱厝路(洪甘路)大儒世家,2013-11-13
永辉,南岸区 风临路店,重庆市南岸区风临路3号融侨广场平街,2013-11-13
永辉,成都市 双楠店,四川省成都市武侯区武阳大道二段盛丰路555号汇融新贵公馆,2013-11-08
永辉,渝北区 兰馨大道店,重庆市渝北区兰馨大道77号(新城广场旁)汇祥好莱坞,2013-11-08
永辉,朝阳区 太阳宫店,北京市朝阳区七圣中街12号院(太阳宫桥东侧)爱琴海购物中心,2013-10-31
永辉,镇江市 红豆广场店,江苏省镇江市京口区禹山北路(东吴路)红豆购物广场,2013-10-23
永辉,璧山县 金山广场店,重庆市璧山县北门街金山广场,2013-09-30
永辉,哈尔滨市 哈西万达店,黑龙江省哈尔滨市南岗区中兴大道168号（哈西万达负一层）,2013-09-13
永辉,南岸区 腾龙大道店,重庆市南岸区弹子石国际社区,2013-09-12
永辉,盐城市 华府景城店,江苏省盐城市人民中路66号华府景城,2013-09-04
永辉,成都市 国色天乡店,四川省成都市温江区万春镇天乡路社区鱼凫路国色天乡商业街,2013-08-29
永辉,佛山市 季华店,广东省佛山市南海区季华七路(桂澜路)鹏瑞利购物中心,2013-08-23
永辉,长春市 宽城万达店,吉林省长春市宽城区凯旋路(铁北二路)万达广场,2013-08-16
永辉,焦作市 沁阳怀府路店,河南省沁阳市怀府中路(商埠大街)玫瑰城,2013-07-18
永辉,万州区 万州万达店,重庆市万州区北滨大道二段(电报路)万达广场,2013-07-05
永辉,杭州市 西田店,浙江省杭州市余杭区莫干山路(金家渡路口)西田商业中心,2013-06-22
永辉,无锡市 政和大道万达店,江苏省无锡市惠山区政和大道(吴韵路)万达广场,2013-06-21
永辉,深圳市 宝安大道店,广东省深圳市松岗街道红星社区宝安大道(松明大道)星际家园,2013-06-19
永辉,许昌市 禹王广场店,河南省禹州市禹王大道(药城路口)禹王广场,2013-06-10
永辉,厦门市 集美万达店,福建省厦门市集美区同集路(集源路)万达广场,2013-06-06
永辉,通州区 半壁店,北京市通州区梨园镇半壁店怡乐南街东段,2013-05-31
永辉,郑州市 颍河路店,河南省郑州市桐柏路(颍河路)中原新城,2013-05-19
永辉,合肥市 世纪金源北城店,安徽省合肥市北城新区蒙城北路北城世纪金源,2013-05-01
永辉,成都市 万科路店,四川省成都市成华区万科路9号凯德魅力城,2013-04-28
永辉,贵阳市 枫丹白鹭店,贵州省贵阳市云岩区三桥改茶路中段(后坝路1号)枫丹白鹭,2013-01-29
永辉,渝北区 兴科大道店,重庆市渝北区回兴街道兴科大道422号,2013-01-24
永辉,合肥市 铜陵路店,安徽省合肥市铜陵路(滨河路)中天左岸,2013-01-18
永辉,淮安市 健康东路店,江苏省淮安市清河区健康东路49号,2013-01-08
永辉,石家庄市 小马店,河北省石家庄市裕华区槐安东路153号(谈固东街),2012-12-31
永辉,郑州市 中州大道店,河南省郑州市航海路(中州大道)西北角,2012-12-28
永辉,合肥市 祁门路店,安徽省合肥市政务新区潜山路(祁门路口)新地中心,2012-12-28
永辉,绵阳市 花园路万达店,四川省绵阳市花园路9号涪城万达广场,2012-12-21
永辉,张家口市 尚峰广场店,河北省张家口市桥西区至善街（长青路）尚峰广场,2012-12-21
永辉,莆田市 荔华东万达广场店,福建省莆田市城厢区荔城南大道(荔华东大道路口)万达广场,2012-12-15
永辉,苏州市 太仓万达店,江苏省太仓市上海东路（娄江路）万达广场,2012-12-07
永辉,温州市 龙湾万达店,浙江省温州市龙湾区龙海路（永定路）万达广场,2012-11-30
永辉,福州市 连江贵安新天地店,福建省福州市连江县贵安温泉旅游度假区贵安新天地,2012-11-20
永辉,漳州市 九龙大道万达广场店,福建省漳州市九龙大道(建元东路口）万达广场,2012-10-26
永辉,大足县 国梁店,重庆市大足区国梁路6号大足商贸中心三号楼,2012-10-24
永辉,朝阳区 百子湾店,北京市朝阳区百子湾路大成国际中心,2012-09-30
永辉,新乡市 新一街宝龙城市广场店,河南省新乡市新一街(友谊路口)宝龙城市广场,2012-09-29
永辉,漳州市 漳浦龙湖店,福建省漳州市漳浦县龙湖路漳浦永辉生活中心,2012-09-29
永辉,成都市 抚琴南路店,四川省成都市金牛区永陵路（青羊北路）黄河商业城,2012-09-28
永辉,沙坪坝区 大学城北路店,重庆市沙坪坝区大学城北路94号龙湖U城天街风尚馆,2012-09-28
永辉,渝北区 星光天地店,重庆市渝北区金开大道66号金开协信中心星光天地,2012-09-28
永辉,苏州市 枫桥路店,江苏省苏州市金阊区桐泾北路(枫桥路口)来客茂时尚生活中心,2012-09-25
永辉,沈阳市 北一路万达广场店,辽宁省沈阳市铁西区北一中路1号北一路万达广场,2012-08-31
永辉,渝北区 金开大道店,重庆市渝北区金开大道中冶北麓原,2012-08-30
永辉,新乡市 和谐路南关店,河南省辉县市和谐路南关街东南角瑞成时代广场,2012-08-25
永辉,福州市 新天宇广场店,福建省福州市仓山区城门镇三角埕,2012-08-15
永辉,泉州市 晋江万达广场店,福建省晋江市世纪大道(湖光西路)万达广场,2012-08-10
永辉,沙坪坝区 联芳桥店,重庆市沙坪坝区联芳桥渝新路大城小爱,2012-07-28
永辉,渝北区 金渝大道店,重庆市渝北区金渝大道88号叠彩城三期,2012-07-25
永辉,南京市 雨花台店,江苏省南京市雨花台区玉兰路（丁墙路口）明发商业广场,2012-07-13
永辉,长寿区 盛世桃源店,重庆市长寿区文苑大道1号盛世桃源,2012-06-30
永辉,石家庄市 新石店,河北省石家庄市桥西区友谊南大街（新石中路口）,2012-06-29
永辉,六盘水市 钟山中路店,贵州省六盘水市钟山中路（麒麟路）,2012-06-28
永辉,海淀区 文慧园店,北京市海淀区红联村3号索家坟商业楼,2012-05-18
永辉,张家口市 宣化店,河北省张家口市宣化区宣府大街99号,2012-04-30
永辉,福州市 首山店,福建省福州市仓山区首山路滨海嘉年华E区,2012-04-27
永辉,成都市 温江光华大道店,四川省成都市温江区光华大道三段（永兴路）,2012-04-26
永辉,济源市 文昌店,河南省济源市宣化街（文昌路口）,2012-04-22
永辉,璧山县 青杠店,重庆市璧山县青杠街道民安街168号青山河畔,2012-03-29
永辉,石家庄市 西美五洲店,河北省石家庄市裕华区槐安路（谈固大街）西美五洲天地,2012-03-09
永辉,海淀区 金沟河店,北京市海淀区金沟河21号,2012-01-18
永辉,丰台区 马家堡店,北京市丰台区马家堡东路106号院2号楼,2012-01-13
永辉,合肥市 桐城南路店,安徽省合肥市桐城南路桐城绿苑小区,2012-01-09
永辉,顺义区 新世界店,北京市顺义区新顺南大街18号新世界百货,2012-01-06
永辉,遵义市 仁怀国酒大道店,贵州省仁怀市盐津办事处国酒大道羊子丫转盘东南侧,2011-12-31
永辉,昌平区 龙旗广场店,北京市昌平区回龙观镇黄土店黄平路泰华龙旗广场,2011-12-31
永辉,九龙坡区 民生广场店,重庆市九龙坡区西彭镇大石堡一村民生广场,2011-12-31
永辉,福州市 连江金牛山广场店,福建省福州市连江县g头镇大众中路（青芝路口）金牛山广场,2011-12-31
永辉,洛阳市 开元大道店,河南省洛阳市洛龙区开元大道(厚载门街)宝龙城市广场,2011-12-30
永辉,郑州市 大学路店,河南省郑州市大学路（中原路）中苑名都,2011-12-25
永辉,贵阳市 贵乌店,贵州省贵阳市云岩区贵乌北路15号常立商城,2011-12-25
永辉,南平市 顺昌中山店,福建省南平市顺昌县中山西路32号融华世家,2011-12-25
永辉,福州市 闽侯昙石山店,福建省福州市闽侯县城新区昙石山西大道3号,2011-12-25
永辉,丰台区 千禧街店,北京市丰台区靛厂路千禧商业街,2011-12-24
永辉,合肥市 四里河店,安徽省合肥市四里河路（北二环路口）明发商业广场,2011-12-23
永辉,苏州市 常熟方塔街百盛店,江苏省常熟市方塔街106号百盛广场,2011-12-22
永辉,南平市 建阳金都店,福建省建阳市上水南路金都商贸城,2011-12-19
永辉,荣昌县 沿河中路店,重庆市荣昌县昌元街道宝城路,2011-12-02
永辉,渝北区 星湖路店,重庆市渝北区高新园星湖路3号劲力五星城二期,2011-11-30
永辉,大庆市 东风路万达广场店,黑龙江省大庆市萨尔图区东风路15号（万达广场负一层）,2011-11-25
永辉,海淀区 清河店,北京市海淀区清河龙岗路51号清润家园小区,2011-11-24
永辉,宁德市 霞浦松城店,福建省宁德市霞浦县松城街道东园里2号,2011-11-24
永辉,石家庄市 民心广场店,河北省石家庄市桥西区维明南大街民心广场,2011-10-01
永辉,郑州市 东太康路店,河南省郑州市管城区东太康路72号,2011-09-30
永辉,合肥市 肥西水晶城店,安徽省合肥市肥西县上派老中街水晶城,2011-09-28
永辉,北辰区 双街店,天津市北辰区双街大道北侧双街新,2011-09-23
永辉,朝阳区 垡头店,北京市朝阳区(东四环欢乐谷)垡头路翠成馨园,2011-09-23
永辉,盐城市 人民中路宝龙店,江苏省盐城市人民中路9号宝龙城市广场,2011-09-23
永辉,九龙坡区 石坪桥店,重庆市九龙坡区石坪桥横街43-44号,2011-09-11
永辉,厦门市 金湖店,福建省厦门市湖里区金湖路5号枋湖客运商业中心,2011-09-07
永辉,沙坪坝区 陈家桥店,重庆市沙坪坝区陈家桥镇怡鑫花园B区平街,2011-08-31
永辉,南京市 滨江新城店,江苏省南京市浦口区江山路明发外滩广场,2011-08-19
永辉,合肥市 海洲店,安徽省合肥市龙岗开发区临泉东路海洲景秀世家,2011-07-31
永辉,莆田市 仙游鲤城广场店,福建省莆田市仙游县八二五大街（解放中路）鲤城广场,2011-07-15
永辉,漳州市 龙海龙池店,福建省龙海市角美镇龙池开发区龙池新天地,2011-06-30
永辉,三明市 沙县鸿图店,福建省三明市沙县鸿图花园鸿辉园,2011-06-24
永辉,芜湖市 南陵籍山路店,安徽省芜湖市南陵县籍山大道时代广场二期,2011-06-18
永辉,巴南区 都和广场店,重庆市巴南区李家沱林荫村18号都和广场,2011-06-05
永辉,荣昌县 莲花广场店,重庆市荣昌县昌元镇棠城国际,2011-05-21
永辉,贵阳市 恒峰店,贵州省贵阳市中山西路59号恒峰步行街,2011-05-18
永辉,秀山县 秀山店,重庆市秀山县滨江新区,2011-05-06
永辉,江北区 望江店,重庆市江北区郭家沱旱河小区,2011-05-06
永辉,福州市 金祥店,福建省福州市仓山区金祥路530号,2011-04-29
永辉,东城区 恒基店,北京市东城区建国门内大街18号恒基中心,2011-04-02
永辉,巴南区 土桥店,重庆市巴南区花溪镇红光大道50号,2011-03-31
永辉,北辰区 集贤店,天津市北辰区北仓镇京津公路（延吉道）新世纪集贤购物广场,2011-01-27
永辉,北碚区 文星湾旺德旺城店,重庆市北碚区文星湾旧城改造项目,2011-01-25
永辉,朝阳区 双桥店,北京市朝阳区双桥桥关西侧,2011-01-23
永辉,大渡口区 壹街购物中心店,重庆市大渡口区顺祥壹街区购物中心,2010-12-31
永辉,莆田市 仙游滨江嘉苑店,福建省莆田市仙游县枫亭镇滨江嘉苑C栋,2010-12-30
永辉,三明市 将乐日照东门店,福建省三明市将乐县古镛镇日照东门广场,2010-12-25
永辉,南岸区 万达广场店,重庆市南岸区江南大道8号万达广场,2010-12-24
永辉,池州市 长江路店,安徽省池州市长江路（百牙路）商之都购物中心,2010-12-24
永辉,南川区 南大街店,重庆市南川区南城大道消防总队旁金易城市之光,2010-12-22
永辉,武隆县 南城中央广场店,重庆市武隆县巷口镇建设东路2号南城中央广场,2010-12-18
永辉,福州市 福湾店,福建省福州市仓山区福湾路福湾新城夏雨苑商场,2010-12-16
永辉,莆田市 正荣时代广场店,福建省莆田市荔城区东园路北大路口正荣时代广场,2010-11-29
永辉,昌平区 回龙观店,北京市昌平区回龙观龙冠置业大厦,2010-11-25
永辉,福州市 金山公园道店,福建省福州市仓山区金山桔园四路33号,2010-10-29
永辉,贵阳市 金源购物中心店,贵州省贵阳市金阳新区金阳南路6号,2010-10-23
永辉,渝中区 人和街店,重庆市渝中区人和街,2010-10-10
永辉,合肥市 史河路店,安徽省合肥市蜀山区史河路38号拓佳欢乐广场平街,2010-09-21
永辉,合肥市 武里山路店,安徽省合肥市新站区武里山路（物流大道）兴华农副产品批发市场,2010-09-16
永辉,合肥市 马鞍山南路店,安徽省合肥市包河区马鞍山南路绿地赢海国际大厦,2010-08-16
永辉,合肥市 潜山路店,安徽省合肥市政务区潜山路(高河东路口)绿地蓝海国际大厦B座,2010-08-01
永辉,沙坪坝区 新桥店,重庆市沙坪坝区新桥新村88号新桥新都,2010-07-21
永辉,莆田市 城涵东店,福建省莆田市涵江区城涵东大道35号荔洲商贸广场,2010-07-15
永辉,朝阳区 山水文园店,北京市朝阳区东三环南路弘燕南一路华森新世纪广场,2010-07-10
永辉,沙坪坝区 双碑鼎盛店,重庆市沙坪坝区双碑街33号鼎盛大厦,2010-06-23
永辉,厦门市 新阳店,福建省厦门市海沧区新阳工业区新阳商业中心,2010-05-29
永辉,丰台区 草桥店,北京市丰台区北甲地路10号院三号楼,2010-05-21
永辉,泉州市 浮桥店,福建省泉州市鲤城区浮桥王宫悦来香大厦,2010-05-15
永辉,泉州市 德化兴南店,福建省泉州市德化县兴南街南门农贸商城,2010-05-15
永辉,宁德市 福安新华店,福建省福安市新华北路上海公馆,2010-05-05
永辉,合肥市 世纪金源滨湖店,安徽省合肥市滨湖新区徽州大道（紫云路口）,2010-04-25
永辉,合川区 金世纪广场店,重庆市合川区希尔安大道41号金世纪大厦,2010-04-22
永辉,巴南区 人民广场店,重庆市巴南区鱼洞鱼轻路26号巴南人民广场,2010-04-10
永辉,合肥市 宝文店,安徽省合肥市新站区站西路1号宝文国际装饰广场,2010-04-03
永辉,泉州市 南安水头店,福建省南安市水头镇奎峰工业区东侧时代新城,2010-03-30
永辉,海淀区 增光路店,北京市海淀区增光路45号,2010-03-26
永辉,福州市 福新店,福建省福州市晋安区福新东路8号,2010-03-18
永辉,万州区 国贸广场店,重庆市万州区五桥安顺路72号国贸广场,2010-02-07
永辉,大兴区 旧宫店,北京市大兴区旧宫镇小红门路39号,2010-02-05
永辉,南平市 松溪佳禾馨苑店,福建省南平市松溪县工农中路326号佳禾馨苑二区商贸商场,2010-01-31
永辉,江北区 金源时代购物中心店,重庆市江北区滨江路368号金源时代购物广场,2010-01-29
永辉,忠县 中博大道店,重庆市忠县中博大道中博商厦,2010-01-05
永辉,福州市 鹤林店,福建省福州市晋安区三八路北侧鹤林新城商场,2009-12-31
永辉,厦门市 海沧禹洲店,福建省厦门市海沧区兴港路西侧禹洲世贸生活广场,2009-12-29
永辉,南岸区 弹新街店,重庆市南岸区弹子石新街59号富力现代广场,2009-12-29
永辉,福州市 居住主题公园店,福建省福州市晋安区新店镇山北路233号居住主题公园,2009-12-23
永辉,铜梁县 广龙明珠店,重庆市铜梁县巴川办事处水井巷30号,2009-12-13
永辉,福州市 闽侯白沙店,福建省福州市闽侯县白沙新城商贸中心,2009-12-01
永辉,江北区 建新东路店,重庆市江北区建新东路36号,2009-11-29
永辉,南岸区 南湖花园店,重庆市南岸区花园村街道湖滨路1-4号,2009-11-28
永辉,垫江县 西欧花园店,重庆市垫江县西欧花园商业步行街香榭广场商场,2009-11-10
永辉,梁平县 西池广场店,重庆市梁平县二横街西池广场,2009-11-05
永辉,渝北区 宝圣西路店,重庆市渝北区回兴街道宝圣西路395号,2009-10-28
永辉,福州市 长乐郑和店,福建省长乐市吴航街道郑和中路5号商场十洋商场,2009-10-02
永辉,渝北区 武陵路店,重庆市渝北区武陵路71号,2009-09-30
永辉,三明市 宁化龙门店,福建省三明市宁化县中环路(龙门路口)中环广场,2009-09-23
永辉,沙坪坝区 嘉茂购物中心店,重庆市沙坪坝区小龙坎新街029号华宇广场1号,2009-09-18
永辉,福州市 长乐吴航店,福建省长乐市吴航街道会堂北路锦江三区,2009-08-28
永辉,沙坪坝区 童家桥店,重庆市沙坪坝区童家桥大水井1号九鼎红街,2009-08-28
永辉,开县 新天地店,重庆市开县开州大道中段新天地广场,2009-08-15
永辉,福州市 江南水都店,福建省福州市仓山区燎原路161号心巢花园,2009-08-15
永辉,万州区 王牌路店,重庆市万州区王牌路41号(民意花园)平街,2009-07-29
永辉,北碚区 天生丽街店,重庆市北碚区西南大学对面天生丽街,2009-07-18
永辉,福州市 福清中环店,福建省福清市融城中环路1号中环广场,2009-07-11
永辉,石景山区 鲁谷店,北京市石景山区鲁谷大街东侧,2009-06-26
永辉,沙坪坝区 汉渝路店,重庆市沙坪坝区汉渝路塑料新村1号附3号,2009-06-16
永辉,渝北区 龙头寺店,重庆市渝北区高新园保利香槟花园,2009-06-10
永辉,福州市 西园店,福建省福州市晋安区新店西园二期,2009-06-06
永辉,江北区 大石坝店,重庆市江北区大石坝街道大石坝正街1-40号大石坝市民广场,2009-06-01
永辉,厦门市 思东店,福建省厦门市思明区大同路280-308号思东大厦,2009-05-01
永辉,沙坪坝区 天星桥店,重庆市沙坪坝区天星桥正街49号平街,2009-05-01
永辉,福州市 浦新店,福建省福州市桔园三期(浦新小区)20号楼,2009-04-15
永辉,渝中区 较场口店,重庆市渝中区民权路58号,2009-04-10
永辉,泉州市 惠安建设南路店,福建省泉州市惠安县建设南街金龙华城大厦,2009-03-28
永辉,万盛区 万盛名都店,重庆市万盛区万盛大道9号,2009-03-23
永辉,渝中区 白象街店,重庆市渝中区二府衙39号,2009-03-05
永辉,福州市 福清兰天商贸城店,福建省福清市龙田镇兰天商贸城,2009-01-18
永辉,南平市 建瓯建贸店,福建省建瓯市建贸路盛海商贸中心,2009-01-16
